Species,Plot,Elevation,sex,bodysize,headlenth,headwidth,thoraxlenth,thoraxwidth,elytralenth,bodywidth,femur,tibia,antenna,hindwing,leglenth
Nicrophorus maculifrons,4,1700,1,12.71934,2.71986,2.94337,3.34841,4.01341,6.65107,5.09551,3.31791,3.13411,3.27673,14.2,6.45202
Nicrophorus vespilloides,4,1700,0,11.78444,2.65165,2.19388,2.95627,3.61906,6.17652,4.85811,2.75841,2.90822,2.98289,12.2,5.66663
Nicrophorus quadripunctatus ,5,1700,1,16.17685,4.10967,3.62585,3.8963,4.72421,8.17088,6.22517,3.79588,4.04948,3.78972,17.2,7.84536
Nicrophorus quadripunctatus ,5,1700,1,15.97749,4.22034,3.55923,3.76701,4.70805,7.99014,6.05794,3.58624,3.94555,3.42731,16.8,7.53179
Nicrophorus quadripunctatus ,5,1700,0,20.1236,4.59192,4.18733,5.15406,6.07359,10.37762,8.00256,4.79997,5.04162,4.67743,22.7,9.84159
Nicrophorus tenuipes,5,1700,1,17.9484,4.33151,3.98883,4.29,5.43058,9.32689,7.31314,4.78129,4.9406,4.34535,21,9.72189
Nicrophorus tenuipes,5,1700,0,21.03201,5.12202,4.47475,5.08644,6.08301,10.82355,7.65712,5.57049,5.52463,5.281,24.1,11.09512
Nicrophorus maculifrons,5,1700,0,20.19205,4.48434,4.02623,4.85922,5.8956,10.84849,7.70654,4.85044,4.87726,4.37815,23.2,9.7277
Nicrophorus vespilloides,5,1700,1,13.45623,3.12139,2.77052,3.39366,4.2891,6.94118,6.02202,3.40971,3.43631,3.31256,14.1,6.84602
Nicrophorus vespilloides,5,1700,1,16.26646,4.15309,3.48864,3.91296,5.07424,8.20041,6.64548,4.03001,4.29395,3.69002,16.9,8.32396
Nicrophorus vespilloides,5,1700,1,14.39401,3.56927,3.0258,3.53576,4.56482,7.28898,5.99331,3.51975,3.73396,3.48301,14.6,7.25371
Nicrophorus vespilloides,5,1700,1,13.64768,3.40427,2.87265,3.38727,4.23761,6.85614,5.57865,3.42045,3.4026,3.48548,14,6.82305
Nicrophorus vespilloides,5,1700,1,12.85525,3.19291,2.75161,3.19513,4.14758,6.46721,5.57551,3.24609,3.47044,3.31134,12.8,6.71653
Nicrophorus vespilloides,5,1700,0,14.40879,3.44708,2.76524,3.54822,4.42771,7.41349,6.04479,3.51237,3.85479,3.20498,16.1,7.36716
Nicrophorus vespilloides,5,1700,0,13.84806,3.42403,2.69163,3.51558,4.22656,6.90845,5.88286,3.26544,3.33087,3.44069,14.2,6.59631
Nicrophorus vespilloides,5,1700,0,15.43314,3.57753,3.083,3.79431,4.84676,8.0613,6.52015,4.04032,3.86097,3.72973,16.3,7.90129
Nicrophorus vespilloides,5,1700,0,15.50619,3.72302,3.08387,3.84482,4.92019,7.93835,6.77047,3.98879,3.91682,3.59346,17.8,7.90561
Nicrophorus vespilloides,5,1700,0,15.139,3.54743,3.05678,3.68274,4.72874,7.90883,6.67647,3.85724,3.74068,3.52044,16.1,7.59792
Nicrophorus vespilloides,6,1700,1,15.42359,3.72736,3.07805,3.90785,4.94752,7.78838,6.7515,4.02063,3.92676,3.26848,15,7.94739
Nicrophorus vespilloides,6,1700,1,14.30122,3.60376,3.01593,3.62686,4.59293,7.0706,6.08728,3.72023,3.61021,3.76626,15.2,7.33044
Nicrophorus vespilloides,6,1700,1,14.5003,3.67247,2.97686,3.47569,4.51089,7.35214,6.26253,3.56511,3.37373,3.66466,14.7,6.93884
Nicrophorus vespilloides,6,1700,1,11.95064,3.07059,2.37939,2.81917,3.64232,6.06088,5.08638,2.97067,3.08114,3.02468,13,6.05181
Nicrophorus vespilloides,6,1700,1,13.31773,3.34981,2.73591,3.3231,4.16608,6.64482,5.49573,3.31834,3.40452,3.30722,13,6.72286
Nicrophorus vespilloides,7,1700,0,14.87573,3.71753,2.89007,3.58099,4.48783,7.57721,6.42413,3.51721,3.61808,3.71677,15,7.13529
Silpha perforata,1,1850,1,15.95408,2.41591,2.3976,4.28397,6.47896,9.2542,7.30526,4.00342,4.08563,4.96543,1.67058,8.08905
Nicrophorus vespilloides,1,1850,0,14.01717,3.40548,2.82253,3.49339,4.26537,7.1183,5.92693,3.68482,3.44091,3.24451,15,7.12573
Silpha perforata,2,1850,1,16.90811,2.62383,2.5292,4.81182,7.4786,9.47246,7.74098,4.46705,4.38506,5.84379,1.93596,8.85211
Silpha perforata,2,1850,1,15.53382,2.45027,2.53553,4.49528,6.99843,8.58827,7.5772,4.12875,4.15605,5.3472,1.21182,8.2848
Silpha perforata,2,1850,1,16.5733,2.62234,2.69303,4.72596,7.58724,9.225,7.81087,4.44736,4.52209,5.36346,1.06294,8.96945
Silpha perforata,2,1850,1,16.856,2.55337,2.50536,4.80243,7.14496,9.5002,7.59153,4.37263,3.68511,4.84157,2.29435,8.05774
Silpha perforata,2,1850,1,17.08027,2.65644,2.49647,4.70538,7.13255,9.71845,7.93256,4.33066,4.31752,5.6806,1.20551,8.64818
Nicrophorus vespilloides,2,1850,0,12.18074,2.86842,2.45291,3.06281,3.77192,6.24951,5.32939,3.1549,3.07118,3.10997,13.1,6.22608
Silpha perforata,3,1850,0,17.14539,2.76532,2.52167,4.69085,6.92318,9.68922,8.18013,4.54551,4.53757,5.50286,1.30422,9.08308
Nicrophorus maculifrons,3,1850,0,15.38869,3.34981,3.1213,3.69229,4.5319,8.34659,6.18281,3.59246,3.42008,3.28653,17.8,7.01254
Nicrophorus vespilloides,3,1850,1,15.46297,4.10305,3.22377,3.79517,4.81381,7.56475,6.45754,3.6849,3.82694,3.55133,15.2,7.51184
Nicrophorus vespilloides,3,1850,0,16.46575,3.86461,3.24357,4.06706,4.90102,8.53408,6.90536,4.05817,3.77672,3.70717,16.5,7.83489
Nicrophorus vespilloides,3,1850,0,16.44556,3.8589,3.31917,4.04995,5.03817,8.53671,6.93952,4.12261,4.022,3.44898,17.1,8.14461
Nicrophorus vespilloides,3,1850,0,14.17283,3.15303,2.82765,3.59594,4.60006,7.42386,6.28359,3.65337,3.69231,3.29159,15.7,7.34568
Nicrophorus vespilloides,3,1850,0,13.40361,3.27473,2.35731,3.28597,4.12912,6.84291,5.9796,3.23222,3.20828,3.24759,14.6,6.4405
Nicrophorus vespilloides,3,1850,0,12.25568,3.12721,2.52175,3.16031,4.03752,5.96816,5.60219,3.04308,3.16988,3.03173,13,6.21296
Silpha perforata,4,1850,1,16.60069,2.61695,2.63657,4.69841,7.23941,9.28533,7.58896,4.07549,4.38394,5.6236,0.88514,8.45943
Silpha perforata,4,1850,1,16.18602,2.28296,2.45966,4.40573,7.00341,9.49733,7.49224,4.29739,4.31593,5.32306,1.14135,8.61332
Silpha perforata,4,1850,1,16.33042,2.46329,2.53099,4.63442,7.14156,9.23271,7.78306,4.22144,4.43571,5.11676,1.05934,8.65715
Silpha perforata,4,1850,0,15.3694,2.52966,2.56732,4.54375,7.03452,8.29599,7.58334,4.00648,4.3388,5.22881,1.02912,8.34528
Nicrophorus maculifrons,4,1850,1,18.98983,4.41506,4.34343,4.73086,5.75027,9.84391,7.12988,4.49109,4.32008,4.28748,21.8,8.81117
Nicrophorus vespilloides,4,1850,0,14.31807,2.85574,3.00094,3.67889,4.57982,7.78344,6.51582,3.80927,3.7407,3.30947,16.6,7.54997
Nicrophorus vespilloides,4,1850,1,16.77549,4.3905,3.85486,4.05019,5.49589,8.3348,7.01186,4.11446,4.16836,3.96095,17.5,8.28282
Silpha perforata,5,1850,0,17.10287,2.80485,2.65751,4.37104,6.84054,9.92698,7.72657,4.24059,4.42128,5.27888,0.59381,8.66187
Nicrophorus vespilloides,5,1850,0,13.46999,3.24202,2.74176,3.17218,4.19373,7.05579,6.16485,3.40168,3.25728,3.3382,15,6.65896
Silpha perforata,6,1850,0,16.45936,2.35289,2.47192,4.57966,7.05208,9.52681,7.86298,4.36876,4.40083,5.37181,1.08046,8.76959
Nicrophorus maculifrons,6,1850,0,13.99572,3.26245,2.98375,3.31229,3.93031,7.42098,5.5894,3.32554,3.44953,3.09783,15.1,6.77507
Nicrophorus vespilloides,6,1850,1,16.91869,4.31423,3.74241,4.18177,5.50284,8.42269,7.12939,4.06081,3.9274,3.98738,17.1,7.98821
Nicrophorus vespilloides,6,1850,0,16.36338,3.95966,3.23616,3.96471,5.15273,8.43901,6.67913,3.84285,4.07388,3.65467,16,7.91673
Nicrophorus vespilloides,6,1850,0,13.78747,3.22629,2.85104,3.40815,4.45117,7.15303,6.23481,3.61036,3.39333,3.24307,14.1,7.00369
Nicrophorus vespilloides,6,1850,0,16.52261,3.96486,3.38812,4.02938,5.29057,8.52837,7.20359,4.21873,4.25408,4.0425,17.8,8.47281
Nicrophorus vespilloides,6,1850,0,17.52529,4.11451,3.49813,4.41734,5.51734,8.99344,7.4358,4.1757,4.19558,3.73777,18,8.37128
Nicrophorus vespilloides,6,1850,0,15.49174,3.56711,3.10391,3.91117,4.89983,8.01346,6.86243,3.97946,4.0182,3.45722,16,7.99766
Silpha perforata,7,1850,1,16.9161,2.41661,2.56207,4.87072,7.30428,9.62877,8.15538,4.41156,4.65874,5.83837,1.31771,9.0703
Silpha perforata,7,1850,1,16.46399,2.55108,2.43518,4.53967,7.25794,9.37324,7.84734,4.45097,4.49042,5.01022,1.5994,8.94139
Silpha perforata,7,1850,0,17.12152,2.53214,2.5334,4.83951,7.43511,9.74987,8.12767,4.40642,4.48958,5.07164,1.03645,8.896
Silpha perforata,7,1850,0,18.05356,2.46421,2.74997,5.18717,7.64164,10.40218,8.32694,4.54513,4.4605,5.39513,1.17474,9.00563
Nicrophorus vespilloides,7,1850,1,15.4248,4.12987,3.24837,3.62214,4.94447,7.67279,6.684,3.88929,4.08111,4.03412,16,7.9704
Nicrophorus vespilloides,7,1850,1,15.05632,4.05295,3.40372,3.69532,4.81068,7.30805,6.3071,3.67659,3.79647,3.80761,16,7.47306
Nicrophorus vespilloides,7,1850,1,14.80392,3.61441,3.10583,3.8907,4.73071,7.29881,6.47304,3.62244,3.88398,3.55745,15.2,7.50642
Nicrophorus vespilloides,7,1850,1,11.7382,2.69063,2.29071,2.82007,3.37569,6.2275,4.98917,2.88247,2.97559,3.00393,12.1,5.85806
Nicrophorus vespilloides,7,1850,1,14.65466,3.75478,3.19928,3.62686,4.87717,7.27302,6.25518,3.78047,3.60857,3.4188,15.1,7.38904
Nicrophorus vespilloides,7,1850,0,14.13746,3.53243,2.77256,3.53443,4.35441,7.0706,6.2444,3.44177,3.38046,3.6579,14.3,6.82223
Nicrophorus vespilloides,7,1850,0,15.79934,3.61679,3.04406,3.92022,4.71627,8.26233,6.84151,3.7945,4.03489,3.2224,15.4,7.82939
Nicrophorus vespilloides,7,1850,0,16.40418,3.68303,3.28507,4.03456,5.24375,8.68659,7.00229,4.37139,4.40027,3.92686,16.8,8.77166
Nicrophorus vespilloides,7,1850,0,16.84609,3.87572,3.11011,4.1934,5.29162,8.77697,7.25746,4.0982,4.0888,3.93201,16.2,8.187
Nicrophorus vespilloides,7,1850,0,15.11987,3.46977,3.06182,3.7538,4.91742,7.8963,6.95577,3.87612,4.05463,3.48392,15.2,7.93075
Silpha perforata,2,2150,1,16.45334,2.70652,2.48474,4.42453,6.85735,9.32229,7.54259,4.49636,4.37704,5.40847,1.76954,8.8734
Silpha perforata,4,2150,0,17.47358,2.62812,2.51077,4.81487,7.21105,10.03059,8.12737,4.30019,4.062,5.05699,1.17202,8.36219
Silpha perforata,5,2150,1,15.80858,2.41591,2.30681,4.41094,6.48178,8.98173,7.1306,3.89669,4.16182,5.21106,0.81313,8.05851
Silpha perforata,5,2150,1,16.68967,2.52233,2.60479,4.58927,7.0555,9.57807,7.4807,4.29412,4.33002,5.13479,1.40253,8.62414
Silpha perforata,7,2150,1,16.59798,2.41434,2.49055,4.77176,7.32664,9.41188,7.64875,4.43627,4.29115,5.29822,1.19843,8.72742
Silpha perforata,4,2600,1,15.71673,2.33287,2.29729,4.45123,6.76626,8.93263,7.50897,4.08443,4.05585,5.2799,1.09962,8.14028
Silpha perforata,5,2600,0,16.65192,2.58943,2.55558,4.63603,6.75272,9.42646,7.75113,4.61246,4.74189,5.00105,0.72231,9.35435
Silpha perforata,7,2600,1,17.39872,2.65749,2.58764,4.92946,7.49277,9.81177,8.03865,4.29395,4.71933,5.27599,0.96914,9.01328
